,Sentences,Date_1,Words,Date_2,Numbers,Date_3
1396,"Next morning early , leaving Queequeg shut up with Yojo in our little bedroom -- for it seemed that it was some sort of Lent or Ramadan , or day of fasting , humiliation , and prayer with Queequeg and Yojo that day ; HOW it was I never could find out , for , though I applied myself to it several times , I never could master his liturgies and XXXIX Articles -- leaving Queequeg , then , fasting on his tomahawk pipe , and Yojo warming himself at his sacrificial fire of shavings , I sallied out among the shipping .",30 may 1982,relapse,saturday february 25 2012,-5323,8 11 88
1397,"After much prolonged sauntering and many random inquiries , I learnt that there were three ships up for three - years ' voyages -- The Devil - dam , the Tit - bit , and the Pequod .",9/10/76,extorting,03 jun 1995,7126,22 september 2001
1398,"DEVIL - DAM , I do not know the origin of ; TIT - BIT is obvious ; PEQUOD , you will no doubt remember , was the name of a celebrated tribe of Massachusetts Indians ; now extinct as the ancient Medes .",friday september 29 2017,scratching,15 feb 1989,191,tuesday march 23 2010
1399,"I peered and pryed about the Devil - dam ; from her , hopped over to the Tit - bit ; and finally , going on board the Pequod , looked around her for a moment , and then decided that this was the very ship for us .",sunday april 12 1998,skin,march 8 2009,-5494,september 13 1996
1400,"You may have seen many a quaint craft in your day , for aught I know ;-- square - toed luggers ; mountainous Japanese junks ; butter - box galliots , and what not ; but take my word for it , you never saw such a rare old craft as this same rare old Pequod .",friday february 1 2008,interesting,sunday april 15 1990,2472,24 feb 2011
1401,"She was a ship of the old school , rather small if anything ; with an old - fashioned claw - footed look about her .",september 18 2013,ROBERT,saturday january 26 1985,-8544,27 december 1981
1402,"Long seasoned and weather - stained in the typhoons and calms of all four oceans , her old hull ' s complexion was darkened like a French grenadier ' s , who has alike fought in Egypt and Siberia .",15 oct 1976,fetching,monday july 14 1980,7166,7/1/02
1403,Her venerable bows looked bearded .,10.04.79,terror,may 29 2008,6222,1 april 2006
1404,"Her masts -- cut somewhere on the coast of Japan , where her original ones were lost overboard in a gale -- her masts stood stiffly up like the spines of the three old kings of Cologne .",14 nov 1985,indolence,sunday june 30 1985,-3777,wednesday march 17 1999
1405,"Her ancient decks were worn and wrinkled , like the pilgrim - worshipped flag - stone in Canterbury Cathedral where Becket bled .",october 25 2019,ranked,4 jul 1984,-6871,18 nov 2000
1406,"But to all these her old antiquities , were added new and marvellous features , pertaining to the wild business that for more than half a century she had followed .",19 june 2010,nephew,tuesday august 21 1973,-1534,8 dec 2014
1407,"Old Captain Peleg , many years her chief - mate , before he commanded another vessel of his own , and now a retired seaman , and one of the principal owners of the Pequod ,-- this old Peleg , during the term of his chief - mateship , had built upon her original grotesqueness , and inlaid it , all over , with a quaintness both of material and device , unmatched by anything except it be Thorkill - Hake ' s carved buckler or bedstead .",thursday december 10 1970,Civil,16.08.18,6173,16 dec 2013
1408,"She was apparelled like any barbaric Ethiopian emperor , his neck heavy with pendants of polished ivory .",saturday december 30 1978,unexhilarating,23 november 1999,5153,wednesday september 20 1995
1409,She was a thing of trophies .,21 june 2003,proceed,tuesday may 28 1985,5085,8 august 2009
1410,"A cannibal of a craft , tricking herself forth in the chased bones of her enemies .",december 21 1999,heightened,march 29 1986,-205,may 26 2010
1411,"All round , her unpanelled , open bulwarks were garnished like one continuous jaw , with the long sharp teeth of the sperm whale , inserted there for pins , to fasten her old hempen thews and tendons to .",april 10 2019,drains,tuesday november 16 1976,-9133,friday july 19 2013
1412,"Those thews ran not through base blocks of land wood , but deftly travelled over sheaves of sea - ivory .",2/19/75,Willoughby,11 october 1985,244,03.03.00
1413,"Scorning a turnstile wheel at her reverend helm , she sported there a tiller ; and that tiller was in one mass , curiously carved from the long narrow lower jaw of her hereditary foe .",saturday august 1 1987,remarkably,30 mar 1995,8623,thursday december 10 1992
1414,"The helmsman who steered by that tiller in a tempest , felt like the Tartar , when he holds back his fiery steed by clutching its jaw .",tuesday june 8 1971,appeared,6/17/73,-5057,8/9/16
1415,"A noble craft , but somehow a most melancholy !",thursday march 4 1999,stepped,29 09 94,6020,february 25 1972
1416,All noble things are touched with that .,17 sep 2006,walnut,29 jan 1986,3568,6 oct 1979
1417,"Now when I looked about the quarter - deck , for some one having authority , in order to propose myself as a candidate for the voyage , at first I saw nobody ; but I could not well overlook a strange sort of tent , or rather wigwam , pitched a little behind the main - mast .",sunday november 4 2012,destroy,wednesday september 28 1983,-2378,21 sep 2013
1418,It seemed only a temporary erection used in port .,14 may 2020,exertion,saturday february 18 1984,-759,23 september 1999
1419,"It was of a conical shape , some ten feet high ; consisting of the long , huge slabs of limber black bone taken from the middle and highest part of the jaws of the right - whale .",20 11 82,scenery,wednesday june 5 2002,-9139,25 jan 1982
1420,"Planted with their broad ends on the deck , a circle of these slabs laced together , mutually sloped towards each other , and at the apex united in a tufted point , where the loose hairy fibres waved to and fro like the top - knot on some old Pottowottamie Sachem ' s head .",friday march 16 1979,foregoing,tuesday september 14 1982,84,thursday january 12 1978
1421,"A triangular opening faced towards the bows of the ship , so that the insider commanded a complete view forward .",sunday october 29 1995,Disappointment,thursday june 12 2003,-6919,oct 11 1995
1422,"And half concealed in this queer tenement , I at length found one who by his aspect seemed to have authority ; and who , it being noon , and the ship ' s work suspended , was now enjoying respite from the burden of command .",6 02 11,human,2 10 85,-6169,monday january 13 1975
1423,"He was seated on an old - fashioned oaken chair , wriggling all over with curious carving ; and the bottom of which was formed of a stout interlacing of the same elastic stuff of which the wigwam was constructed .",saturday january 23 1993,sting,july 15 1995,3003,tuesday february 8 2000
1424,"There was nothing so very particular , perhaps , about the appearance of the elderly man I saw ; he was brown and brawny , like most old seamen , and heavily rolled up in blue pilot - cloth , cut in the Quaker style ; only there was a fine and almost microscopic net - work of the minutest wrinkles interlacing round his eyes , which must have arisen from his continual sailings in many hard gales , and always looking to windward ;-- for this causes the muscles about the eyes to become pursed together .",sunday january 23 2000,style,08 jul 1993,-2388,sunday october 16 2005
1425,Such eye - wrinkles are very effectual in a scowl .,saturday june 1 2002,elderly,saturday july 31 1993,-4360,wednesday july 2 1975
1426,""" Is this the Captain of the Pequod ?""",8 may 2005,silks,thursday may 30 1974,3763,10/13/77
1427,"said I , advancing to the door of the tent .",tuesday april 19 2011,confirmation,saturday january 26 1991,785,friday april 15 1994
1428,""" Supposing it be the captain of the Pequod , what dost thou want of him ?""",11 may 1990,manager,20 october 1997,7913,saturday january 8 1972
1429,he demanded .,wednesday may 29 1991,Longstaple,13 05 72,-571,saturday february 7 1981
1430,""" I was thinking of shipping .""",saturday may 27 2000,did,6 july 1981,-7678,friday october 3 2003
1431,""" Thou wast , wast thou ?",10 may 2008,reflect,27 dec 1971,-1472,april 19 1992
1432,"I see thou art no Nantucketer -- ever been in a stove boat ?""",wednesday may 27 1987,surrounding,tuesday february 2 1999,-1351,sunday september 17 2000
1433,""" No , Sir , I never have .""",nov 21 2014,hero,friday june 20 1975,1822,10/22/98
1434,""" Dost know nothing at all about whaling , I dare say -- eh ?",saturday may 7 1988,embraced,sunday september 26 1971,-9684,21 sep 2012
1435,""" Nothing , Sir ; but I have no doubt I shall soon learn .",august 2 1983,valued,03.05.86,4093,jul 30 2015
1436,"I ' ve been several voyages in the merchant service , and I think that --""",july 24 2003,dignified,11/1/72,1106,27 aug 1978
1437,""" Merchant service be damned .",wednesday march 2 2005,dining,15 mar 2016,7021,wednesday october 8 2014
1438,Talk not that lingo to me .,august 13 1994,bitch,20 july 2015,8834,saturday october 30 1993
1439,"Dost see that leg ?-- I ' ll take that leg away from thy stern , if ever thou talkest of the marchant service to me again .",19 jun 1986,valley,28 oct 1995,6231,wednesday november 27 1974
1440,Marchant service indeed !,13 may 2018,comfortable,friday april 8 1983,7482,28 december 1972
1441,I suppose now ye feel considerable proud of having served in those marchant ships .,20 jan 1975,ours,november 7 1973,4945,july 13 1983
1442,But flukes !,17.12.08,necessitous,thursday january 5 1978,-4886,07.10.92
1443,"man , what makes thee want to go a whaling , eh ?-- it looks a little suspicious , don ' t it , eh ?-- Hast not been a pirate , hast thou ?-- Didst not rob thy last Captain , didst thou ?-- Dost not think of murdering the officers when thou gettest to sea ?""",wednesday october 4 2017,dangerous,17 08 20,2665,may 25 2017
1444,I protested my innocence of these things .,15 december 2003,malevolence,wednesday march 4 2020,-677,friday july 6 2018
1445,"I saw that under the mask of these half humorous innuendoes , this old seaman , as an insulated Quakerish Nantucketer , was full of his insular prejudices , and rather distrustful of all aliens , unless they hailed from Cape Cod or the Vineyard .",19 october 1988,administer,22 apr 2003,-754,october 13 2000
